months_programming,hours_learning_per_week,num_learning_resources,attended_bootcamp,is_under_employed,is_ethnic_minority,has_degree,is_high_income_country,log_expected_earning,paid_contributor,gender_clean,age_group,age_numeric
1.0,15.0,0.0,0,1,0,1,0,10.12667110305036,0,man,young,30.0
24.0,1.0,0.0,0,1,1,1,0,10.633472802314019,1,man,young,24.0
12.0,1.0,0.0,0,0,1,0,0,10.633472802314019,1,man,young,33.0
4.0,4.0,0.0,0,0,0,0,0,10.633472802314019,0,woman,young,21.0
144.0,40.0,0.0,0,1,0,0,1,10.633472802314019,1,man,experienced,45.0
6.0,20.0,0.0,0,1,1,0,1,11.350418300109132,0,woman,young,32.0
9.0,30.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,20.0
12.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,28.0
6.0,5.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,32.0
10.0,70.0,0.0,0,0,1,1,0,9.210440366976517,0,woman,young,29.0
18.0,15.0,0.0,0,1,0,0,1,10.633472802314019,0,man,young,24.0
1.0,10.0,0.0,0,0,0,1,1,10.463131911491967,0,man,young,24.0
6.0,10.0,0.0,0,0,0,1,1,10.463131911491967,0,woman,young,25.0
2.0,25.0,0.0,0,0,0,0,0,7.313886831633462,0,man,young,23.0
10.0,60.0,0.0,0,0,0,0,0,10.633472802314019,1,man,young,26.0
2.0,3.0,0.0,0,0,1,0,0,6.90875477931522,0,man,young,21.0
6.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,18.0
24.0,40.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,24.0
8.0,1.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,21.0
6.0,10.0,0.0,0,1,0,0,0,10.633472802314019,0,man,experienced,40.0
4.0,10.0,0.0,0,0,1,1,1,10.596659732783579,0,man,young,23.0
50.0,6.0,0.0,1,1,0,1,0,10.633472802314019,1,man,young,25.0
8.0,35.0,0.0,0,0,0,1,0,10.596659732783579,0,woman,young,21.0
12.0,5.0,0.0,0,0,0,0,0,10.633472802314019,0,woman,young,18.0
0.0,40.0,0.0,0,0,0,1,1,11.289794413577894,0,woman,young,31.0
2.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,21.0
1.0,21.0,0.0,0,1,0,0,1,10.633472802314019,0,man,young,27.0
12.0,15.0,0.0,0,0,0,1,1,10.308985993422082,0,man,experienced,38.0
20.0,1.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,30.0
1.0,10.0,0.0,0,0,1,1,1,10.819798284210286,0,woman,young,34.0
0.0,10.0,0.0,0,1,0,1,0,10.633472802314019,0,man,experienced,57.0
200.0,3.0,0.0,0,0,0,0,1,10.633472802314019,1,man,experienced,49.0
0.0,0.0,0.0,0,0,1,1,1,10.633472802314019,0,man,young,31.0
3.0,20.0,0.0,0,0,0,1,0,10.633472802314019,0,woman,young,31.0
60.0,5.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,21.0
0.0,40.0,0.0,0,1,1,1,1,11.407576060361786,0,woman,young,32.0
1.0,5.0,0.0,0,1,0,0,0,10.633472802314019,0,man,young,29.0
0.0,0.0,0.0,0,1,1,1,1,10.596659732783579,0,woman,young,27.0
6.0,5.0,0.0,0,0,1,1,0,10.633472802314019,0,man,experienced,35.0
7.0,7.0,0.0,0,0,1,0,0,6.90875477931522,0,man,young,17.0
12.0,56.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,18.0
6.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,20.0
20.0,5.0,0.0,0,0,0,0,0,9.350189267092581,0,man,young,22.0
1.0,14.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,28.0
12.0,1.0,0.0,0,1,0,1,1,10.633472802314019,0,man,young,31.0
18.0,5.0,0.0,0,0,1,1,0,10.633472802314019,0,man,young,29.0
11.0,4.0,0.0,0,0,0,0,1,8.699681400989514,0,man,young,14.0
4.0,10.0,0.0,0,0,0,0,1,10.633472802314019,0,man,experienced,39.0
3.0,15.0,0.0,0,0,0,1,1,10.633472802314019,0,woman,experienced,37.0
120.0,4.0,0.0,0,0,0,1,0,10.633472802314019,1,man,experienced,35.0
12.0,9.0,0.0,0,1,1,1,0,10.633472802314019,1,man,young,24.0
6.0,36.0,0.0,0,0,1,1,0,10.633472802314019,0,woman,experienced,40.0
0.0,0.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,27.0
0.0,8.0,0.0,0,0,0,0,1,11.225256725762893,0,man,experienced,46.0
6.0,20.0,0.0,0,1,0,0,0,9.798182590890704,0,man,young,31.0
48.0,20.0,0.0,0,1,0,1,0,10.633472802314019,1,man,young,34.0
60.0,8.0,0.0,0,0,0,0,0,10.633472802314019,1,man,experienced,49.0
0.0,14.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,20.0
6.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,19.0
0.0,0.0,0.0,0,0,1,1,1,11.156264806643742,0,woman,young,28.0
18.0,25.0,0.0,0,0,0,0,1,10.633472802314019,1,man,young,23.0
12.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,24.0
6.0,10.0,0.0,0,0,0,1,1,11.002116507732017,0,man,young,27.0
0.0,12.0,0.0,0,1,0,0,0,10.633472802314019,0,man,young,32.0
9.0,10.0,0.0,0,1,0,0,0,10.633472802314019,0,woman,young,24.0
6.0,3.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,21.0
2.0,1.0,0.0,0,0,1,0,0,10.633472802314019,0,woman,young,33.0
50.0,10.0,0.0,0,0,0,0,0,9.392745258631441,0,man,young,17.0
15.0,8.0,0.0,1,0,0,0,1,10.633472802314019,1,man,young,32.0
60.0,2.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,41.0
1.0,10.0,0.0,0,0,1,0,1,3.1354942159291497,0,man,young,26.0
5.0,8.0,0.0,0,0,0,1,1,11.082157933374816,0,man,young,34.0
1.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,
1.0,10.0,0.0,0,1,0,0,1,10.308985993422082,0,man,experienced,42.0
36.0,16.0,0.0,0,0,0,0,1,10.633472802314019,0,man,experienced,49.0
0.0,20.0,0.0,0,0,0,1,1,3.044522437723423,0,woman,experienced,62.0
4.0,10.0,0.0,0,0,0,1,0,11.918397239722838,0,man,young,24.0
12.0,5.0,0.0,0,0,0,1,1,10.633472802314019,1,man,young,27.0
24.0,5.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,21.0
30.0,8.0,0.0,0,1,0,1,0,10.633472802314019,1,man,young,30.0
1.0,10.0,0.0,0,0,0,0,1,10.915106645867503,0,man,young,21.0
1.0,2.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,15.0
24.0,14.0,0.0,0,0,0,0,0,9.90353755128617,0,man,experienced,41.0
18.0,15.0,0.0,1,0,0,0,1,10.633472802314019,1,woman,experienced,44.0
48.0,20.0,0.0,0,0,1,1,0,10.633472802314019,0,man,young,24.0
2.0,2.0,0.0,0,0,1,1,1,10.633472802314019,0,man,experienced,70.0
6.0,6.0,0.0,0,0,0,0,0,10.633472802314019,1,man,young,24.0
10.0,10.0,0.0,0,1,0,1,1,10.633472802314019,0,man,experienced,37.0
12.0,25.0,0.0,0,0,0,1,0,10.714439990727769,0,man,young,22.0
12.0,1.0,0.0,0,1,1,1,1,10.633472802314019,0,man,experienced,58.0
12.0,5.0,0.0,0,0,0,1,0,9.0217190130337,0,man,young,19.0
1.0,1.0,0.0,0,0,1,0,0,10.633472802314019,0,woman,young,19.0
3.0,10.0,0.0,1,0,1,1,1,10.463131911491967,0,man,experienced,38.0
8.0,10.0,0.0,0,0,1,0,0,8.517393171418904,0,man,experienced,36.0
0.0,60.0,0.0,0,0,1,0,1,0.0,0,woman,experienced,57.0
6.0,7.0,0.0,0,0,0,0,1,11.082157933374816,0,man,young,24.0
6.0,10.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,22.0
3.0,3.0,0.0,0,1,0,1,0,10.633472802314019,1,man,experienced,36.0
0.0,14.0,0.0,0,1,0,1,0,10.633472802314019,0,man,young,28.0
0.0,2.0,0.0,0,1,0,0,0,10.633472802314019,0,man,young,25.0
5.0,4.0,0.0,0,0,1,1,0,10.596659732783579,0,man,young,24.0
18.0,10.0,0.0,0,1,0,1,1,10.633472802314019,1,man,young,23.0
24.0,25.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,25.0
0.0,10.0,0.0,0,0,1,1,1,10.633472802314019,0,woman,young,30.0
6.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,woman,young,21.0
6.0,8.0,0.0,0,0,0,0,1,10.596659732783579,0,man,young,30.0
1.0,3.0,0.0,0,0,0,1,1,10.633472802314019,0,woman,young,24.0
40.0,8.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,31.0
10.0,5.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,21.0
3.0,30.0,0.0,0,0,0,0,0,10.596659732783579,0,woman,young,34.0
12.0,5.0,0.0,0,0,0,0,0,6.90875477931522,0,woman,young,18.0
24.0,25.0,0.0,0,0,0,0,0,9.210440366976517,0,man,young,21.0
36.0,42.0,0.0,0,0,1,0,0,9.392745258631441,0,man,young,21.0
14.0,4.0,0.0,0,0,1,0,1,10.308985993422082,0,man,young,16.0
15.0,10.0,0.0,0,0,1,1,0,6.2166061010848646,0,man,young,34.0
0.0,0.0,0.0,0,1,0,1,1,10.633472802314019,0,man,young,29.0
24.0,8.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,26.0
18.0,15.0,0.0,0,0,1,0,1,10.633472802314019,1,man,young,23.0
6.0,3.0,0.0,0,0,0,0,1,10.633472802314019,1,man,experienced,36.0
2.0,30.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,25.0
0.0,0.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,32.0
12.0,10.0,0.0,0,1,0,1,0,10.633472802314019,1,man,young,21.0
4.0,3.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,22.0
3.0,7.0,0.0,0,0,0,0,1,10.633472802314019,0,woman,young,17.0
0.0,2.0,0.0,0,0,0,1,0,10.633472802314019,0,woman,young,24.0
2.0,5.0,0.0,1,0,0,0,0,6.90875477931522,0,man,young,20.0
0.0,5.0,0.0,0,0,0,1,0,10.633472802314019,0,man,experienced,48.0
48.0,25.0,0.0,0,0,0,0,0,10.442492386567427,0,man,young,19.0
5.0,50.0,0.0,0,0,0,1,1,10.633472802314019,1,man,young,25.0
24.0,4.0,0.0,0,0,0,1,1,10.633472802314019,1,man,young,24.0
12.0,10.0,0.0,0,0,0,1,0,9.392745258631441,0,woman,experienced,35.0
2.0,20.0,0.0,0,0,0,0,1,10.819798284210286,0,woman,experienced,40.0
2.0,1.0,0.0,0,0,1,0,1,10.633472802314019,0,man,young,19.0
16.0,5.0,0.0,0,0,0,0,0,6.90875477931522,0,man,young,19.0
0.0,40.0,0.0,0,0,0,0,0,10.491301994830229,0,man,young,34.0
1.0,3.0,0.0,0,0,1,0,0,7.601402334583733,0,woman,experienced,42.0
5.0,40.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,25.0
24.0,14.0,0.0,1,1,0,0,0,10.633472802314019,1,man,young,24.0
7.0,5.0,0.0,0,0,0,1,1,10.633472802314019,0,woman,experienced,45.0
30.0,2.0,0.0,0,1,0,1,0,10.633472802314019,1,man,young,22.0
6.0,25.0,0.0,0,1,1,1,1,11.002116507732017,0,woman,young,24.0
4.0,30.0,0.0,0,0,0,0,0,10.633472802314019,1,woman,young,27.0
0.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,27.0
1.0,24.0,0.0,0,0,0,1,1,10.633472802314019,0,woman,experienced,38.0
2.0,12.0,0.0,0,0,0,1,0,7.601402334583733,0,woman,young,24.0
30.0,7.0,0.0,0,1,0,0,0,10.633472802314019,0,man,experienced,38.0
6.0,10.0,0.0,0,0,0,1,0,10.633472802314019,1,woman,young,
6.0,6.0,0.0,0,1,0,0,1,10.308985993422082,0,man,young,28.0
2.0,35.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,25.0
6.0,30.0,0.0,1,0,0,1,0,9.210440366976517,0,man,experienced,50.0
6.0,3.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,38.0
36.0,7.0,0.0,0,0,0,1,0,10.633472802314019,1,woman,young,22.0
0.0,10.0,0.0,0,1,0,0,1,10.633472802314019,0,woman,young,32.0
48.0,20.0,0.0,0,1,0,0,0,10.633472802314019,1,woman,young,24.0
6.0,10.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,
1.0,25.0,0.0,0,1,0,1,0,9.392745258631441,0,man,young,28.0
2.0,20.0,0.0,0,0,1,0,1,10.633472802314019,1,woman,young,21.0
6.0,10.0,0.0,0,0,1,1,0,10.633472802314019,0,man,young,26.0
10.0,5.0,0.0,0,1,0,0,0,10.633472802314019,0,man,experienced,39.0
3.0,20.0,0.0,0,0,0,1,0,10.085850775128717,0,man,young,28.0
1.0,20.0,0.0,0,0,0,1,0,9.105090961257085,0,man,young,29.0
2.0,3.0,0.0,0,0,0,1,0,6.313548046277095,0,woman,young,20.0
24.0,13.0,0.0,0,0,0,0,0,10.915106645867503,0,man,young,
0.0,3.0,0.0,0,0,1,0,0,11.002116507732017,0,woman,young,16.0
200.0,20.0,0.0,0,0,0,1,0,10.633472802314019,1,man,experienced,54.0
0.0,1.0,0.0,0,0,0,1,1,10.633472802314019,0,woman,young,31.0
24.0,2.0,0.0,0,0,0,1,0,10.633472802314019,0,woman,young,24.0
12.0,2.0,0.0,0,0,0,0,1,10.633472802314019,1,man,young,23.0
36.0,14.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,26.0
48.0,10.0,0.0,0,1,0,1,0,10.633472802314019,1,man,experienced,36.0
0.0,0.0,0.0,0,1,0,0,1,9.90353755128617,0,man,young,19.0
6.0,10.0,0.0,0,0,0,1,0,10.819798284210286,0,man,experienced,40.0
0.0,0.0,0.0,0,0,1,0,1,0.0,0,man,young,14.0
24.0,10.0,0.0,0,1,0,0,0,10.633472802314019,0,man,young,22.0
12.0,14.0,0.0,0,0,0,1,0,9.61587214452889,0,woman,young,24.0
3.0,11.0,0.0,0,0,0,1,1,11.112462823634855,0,woman,young,33.0
33.0,33.0,0.0,0,1,0,1,0,10.633472802314019,0,man,young,27.0
4.0,20.0,0.0,0,1,0,1,0,10.819798284210286,0,woman,young,25.0
5.0,5.0,0.0,0,0,0,1,0,10.633472802314019,1,woman,young,22.0
12.0,20.0,0.0,0,0,1,1,0,10.596659732783579,0,man,young,24.0
5.0,5.0,0.0,0,0,0,1,1,12.611541086966115,0,man,experienced,42.0
3.0,3.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,23.0
4.0,4.0,0.0,0,0,0,1,0,5.707110264748875,0,man,young,21.0
50.0,10.0,0.0,0,0,0,0,0,10.633472802314019,1,man,young,30.0
6.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,
50.0,30.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,23.0
0.0,0.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,34.0
2.0,7.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,19.0
1.0,10.0,0.0,0,1,0,0,1,11.002116507732017,0,man,young,24.0
2.0,1.0,0.0,0,0,1,0,1,10.633472802314019,0,woman,young,14.0
3.0,2.0,0.0,0,0,0,1,1,10.633472802314019,0,woman,young,31.0
120.0,2.0,0.0,0,0,0,0,1,10.633472802314019,1,man,experienced,35.0
6.0,20.0,0.0,0,0,0,1,0,6.90875477931522,0,man,young,23.0
48.0,20.0,0.0,0,0,1,0,0,7.313886831633462,0,man,young,20.0
5.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,19.0
72.0,40.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,24.0
8.0,0.0,0.0,0,1,0,1,0,10.633472802314019,1,man,young,23.0
1.0,5.0,0.0,0,0,0,1,0,10.819798284210286,0,man,young,31.0
3.0,8.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,23.0
5.0,4.0,0.0,0,1,0,1,1,10.545367754151743,0,man,experienced,47.0
40.0,16.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,28.0
24.0,20.0,0.0,0,0,1,0,0,5.84354441703136,0,man,young,20.0
24.0,42.0,0.0,0,0,0,1,0,9.210440366976517,0,man,young,21.0
36.0,1.0,0.0,0,1,0,1,1,10.633472802314019,0,man,experienced,35.0
200.0,3.0,0.0,0,1,0,1,0,10.633472802314019,1,man,experienced,37.0
0.0,10.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,24.0
2.0,4.0,0.0,0,0,0,0,0,5.707110264748875,0,man,young,20.0
1.0,10.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,21.0
15.0,3.0,0.0,1,1,1,1,0,10.633472802314019,1,man,young,24.0
0.0,15.0,0.0,0,0,1,0,0,0.0,0,man,young,17.0
1.0,1.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,17.0
1.0,10.0,0.0,0,1,0,0,0,10.633472802314019,0,man,young,28.0
6.0,25.0,0.0,0,0,0,1,1,10.714439990727769,0,man,experienced,42.0
12.0,35.0,0.0,0,0,0,1,0,10.12667110305036,0,man,experienced,45.0
24.0,20.0,0.0,0,0,1,1,1,10.633472802314019,1,woman,young,25.0
6.0,14.0,0.0,0,1,0,1,0,9.210440366976517,0,man,young,24.0
12.0,7.0,0.0,0,1,1,1,1,10.915106645867503,0,man,young,23.0
2.0,5.0,0.0,0,0,1,0,0,9.61587214452889,0,man,young,21.0
7.0,7.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,24.0
0.0,10.0,0.0,0,0,0,0,0,5.993961427306569,0,man,young,20.0
15.0,40.0,0.0,0,0,0,0,1,10.633472802314019,1,woman,young,20.0
6.0,10.0,0.0,0,0,0,1,0,10.633472802314019,0,woman,young,
12.0,5.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,18.0
0.0,20.0,0.0,0,0,0,0,0,0.0,0,woman,young,23.0
56.0,3.0,0.0,0,1,0,1,0,10.633472802314019,1,man,experienced,40.0
0.0,20.0,0.0,0,0,0,0,1,10.819798284210286,0,woman,young,19.0
48.0,4.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,23.0
15.0,20.0,0.0,0,0,0,0,0,6.398594934535208,0,man,young,22.0
1.0,12.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,28.0
15.0,10.0,0.0,1,1,1,1,1,10.633472802314019,0,man,young,27.0
0.0,2.0,0.0,0,0,0,1,1,10.819798284210286,0,man,young,33.0
5.0,3.0,0.0,0,0,1,0,1,11.002116507732017,0,man,young,21.0
6.0,6.0,0.0,0,0,0,1,0,10.819798284210286,0,woman,young,25.0
4.0,18.0,0.0,0,0,0,0,0,8.853808274977197,0,man,young,19.0
0.0,5.0,0.0,0,1,1,1,1,12.611541086966115,0,man,experienced,47.0
10.0,2.0,0.0,1,1,1,0,1,6.2166061010848646,0,woman,young,22.0
2.0,10.0,0.0,0,0,1,0,1,10.633472802314019,0,man,experienced,35.0
36.0,4.0,0.0,0,0,0,0,0,10.633472802314019,1,man,young,23.0
6.0,10.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,
0.0,5.0,0.0,0,0,1,0,1,10.633472802314019,0,man,young,29.0
1.0,7.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,18.0
6.0,25.0,0.0,0,0,1,1,0,10.633472802314019,0,man,young,22.0
6.0,7.0,0.0,0,0,0,0,0,9.210440366976517,0,man,young,21.0
48.0,30.0,0.0,0,1,0,1,0,10.633472802314019,1,man,experienced,45.0
1.0,10.0,0.0,0,1,0,0,1,10.819798284210286,0,man,young,32.0
48.0,0.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,21.0
2.0,45.0,0.0,0,0,0,0,0,10.633472802314019,1,man,young,22.0
1.0,2.0,0.0,0,0,0,1,0,11.51293546492023,0,man,young,
7.0,3.0,0.0,0,1,0,1,1,10.633472802314019,1,man,young,30.0
24.0,7.0,0.0,0,0,0,0,1,10.714439990727769,0,man,young,18.0
24.0,15.0,0.0,0,0,0,0,1,11.225256725762893,0,man,young,19.0
2.0,5.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,24.0
12.0,10.0,0.0,0,0,0,1,1,10.819798284210286,0,man,experienced,57.0
8.0,5.0,0.0,0,1,0,0,1,10.633472802314019,0,man,experienced,42.0
18.0,1.0,0.0,0,0,1,0,1,9.421087402953841,0,woman,young,18.0
6.0,20.0,0.0,0,1,1,1,1,11.082157933374816,0,man,young,34.0
0.0,1.0,0.0,0,1,0,1,1,10.633472802314019,0,woman,young,30.0
6.0,10.0,0.0,0,0,1,0,1,10.633472802314019,0,man,experienced,49.0
4.0,20.0,0.0,0,0,0,1,0,10.714439990727769,0,man,young,27.0
3.0,1.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,20.0
2.0,20.0,0.0,0,0,0,0,1,11.002116507732017,0,man,young,23.0
12.0,10.0,0.0,0,0,0,0,0,6.90875477931522,0,woman,young,23.0
1.0,4.0,0.0,0,1,0,1,0,10.633472802314019,0,woman,young,25.0
6.0,10.0,0.0,0,0,0,0,1,11.695255355062795,0,woman,experienced,37.0
40.0,12.0,0.0,0,1,0,0,1,10.633472802314019,0,man,young,21.0
5.0,10.0,0.0,0,1,0,1,1,10.633472802314019,0,woman,young,26.0
4.0,24.0,0.0,0,1,1,0,1,11.002116507732017,0,man,experienced,38.0
0.0,40.0,0.0,0,0,0,0,0,10.633472802314019,1,man,young,28.0
0.0,10.0,0.0,0,1,0,1,1,11.289794413577894,0,man,young,22.0
24.0,4.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,22.0
96.0,5.0,0.0,0,0,1,1,1,10.633472802314019,1,man,young,33.0
1.0,5.0,0.0,0,0,1,1,1,10.633472802314019,0,woman,experienced,43.0
36.0,30.0,0.0,0,1,0,0,1,11.51293546492023,0,man,young,32.0
12.0,15.0,0.0,0,0,0,0,1,10.596659732783579,0,woman,young,30.0
4.0,25.0,0.0,1,0,1,0,0,10.633472802314019,0,man,young,19.0
1.0,14.0,0.0,0,1,0,0,1,11.082157933374816,0,man,young,25.0
1.0,5.0,0.0,0,0,1,0,1,10.633472802314019,0,woman,young,33.0
10.0,7.0,0.0,0,0,0,0,0,9.90353755128617,0,woman,young,21.0
0.0,14.0,0.0,0,0,0,0,0,6.90875477931522,0,woman,young,26.0
0.0,5.0,0.0,0,0,0,1,0,11.51293546492023,0,man,young,34.0
1.0,4.0,0.0,0,0,0,1,1,10.633472802314019,0,man,young,27.0
0.0,2.0,0.0,0,1,1,0,1,10.633472802314019,1,woman,young,33.0
1.0,20.0,0.0,1,0,1,1,1,10.633472802314019,0,woman,young,27.0
1.0,15.0,0.0,0,1,0,1,0,11.289794413577894,0,man,experienced,36.0
120.0,10.0,0.0,0,0,0,1,1,10.633472802314019,1,man,experienced,60.0
24.0,5.0,0.0,1,0,1,1,1,10.633472802314019,1,woman,young,30.0
16.0,60.0,0.0,0,0,0,0,0,5.707110264748875,0,man,young,17.0
1.0,10.0,0.0,0,0,1,0,0,11.002116507732017,0,man,young,23.0
24.0,4.0,0.0,0,1,0,1,0,10.819798284210286,0,man,young,30.0
15.0,9.0,0.0,0,0,1,0,0,8.517393171418904,0,man,young,20.0
0.0,5.0,0.0,0,0,1,0,1,10.819798284210286,0,man,young,30.0
1.0,2.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,17.0
60.0,16.0,0.0,0,1,0,1,0,10.633472802314019,1,man,young,27.0
30.0,30.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,29.0
2.0,10.0,0.0,0,0,0,0,1,10.819798284210286,0,man,young,17.0
72.0,5.0,0.0,0,0,0,1,1,10.633472802314019,1,man,young,27.0
2.0,1.0,0.0,0,0,1,0,1,10.633472802314019,0,man,young,23.0
8.0,4.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,29.0
15.0,9.0,0.0,0,1,0,1,1,10.239995502805316,0,man,young,26.0
0.0,3.0,0.0,0,1,0,1,0,10.633472802314019,0,man,young,23.0
6.0,10.0,0.0,0,0,0,0,0,8.188966863648876,0,man,young,19.0
0.0,6.0,0.0,0,1,0,1,1,11.082157933374816,0,man,young,23.0
1.0,12.0,0.0,0,0,0,0,1,10.633472802314019,0,man,experienced,36.0
1.0,15.0,0.0,0,1,0,1,1,11.51293546492023,0,man,young,28.0
48.0,10.0,0.0,0,1,1,1,1,10.36482877120321,0,man,young,27.0
3.0,5.0,0.0,0,1,0,1,1,11.082157933374816,0,man,young,22.0
2.0,2.0,0.0,0,0,0,0,0,10.308985993422082,0,man,young,18.0
12.0,20.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,19.0
12.0,4.0,0.0,0,0,0,0,1,10.085850775128717,0,woman,young,17.0
50.0,14.0,0.0,0,0,1,0,1,10.308985993422082,0,man,young,18.0
9.0,20.0,0.0,0,1,0,1,1,10.596659732783579,0,man,young,25.0
1.0,27.0,0.0,0,1,1,1,1,11.225256725762893,0,woman,experienced,35.0
30.0,70.0,0.0,1,0,0,1,0,10.633472802314019,1,man,young,23.0
2.0,1.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,52.0
0.0,20.0,0.0,0,0,1,1,1,10.633472802314019,0,woman,experienced,52.0
2.0,5.0,0.0,0,0,0,1,1,10.819798284210286,0,woman,experienced,36.0
1.0,14.0,0.0,0,1,0,1,1,10.633472802314019,0,man,young,25.0
0.0,5.0,0.0,0,1,1,0,1,10.915106645867503,0,man,young,23.0
12.0,70.0,0.0,0,0,0,0,0,10.596659732783579,0,man,young,19.0
0.0,0.0,0.0,0,0,0,1,1,10.633472802314019,0,man,experienced,76.0
200.0,10.0,0.0,0,1,0,0,1,10.633472802314019,1,man,experienced,39.0
0.0,10.0,0.0,0,0,0,1,1,10.596659732783579,0,woman,experienced,61.0
1.0,10.0,0.0,0,0,0,0,0,10.596659732783579,0,man,young,17.0
0.0,30.0,0.0,0,1,0,0,0,10.633472802314019,0,man,young,29.0
120.0,5.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,32.0
200.0,2.0,0.0,0,0,0,0,1,10.633472802314019,1,man,experienced,65.0
12.0,10.0,0.0,0,1,0,1,1,10.12667110305036,0,man,young,29.0
0.0,2.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,27.0
0.0,0.0,0.0,0,1,1,0,1,10.633472802314019,0,man,experienced,47.0
4.0,70.0,0.0,0,0,0,1,0,10.633472802314019,0,man,young,20.0
6.0,10.0,0.0,0,1,0,0,1,10.633472802314019,0,man,young,24.0
10.0,30.0,0.0,0,0,1,0,0,10.633472802314019,0,man,young,27.0
6.0,5.0,0.0,0,0,1,1,1,10.308985993422082,0,man,experienced,69.0
12.0,5.0,0.0,0,1,0,1,1,10.633472802314019,1,man,young,25.0
21.0,40.0,0.0,1,0,0,1,0,10.633472802314019,1,man,young,20.0
6.0,10.0,0.0,0,1,0,1,1,10.596659732783579,0,woman,experienced,37.0
0.0,6.0,0.0,0,0,0,0,0,10.633472802314019,0,man,young,16.0
1.0,10.0,0.0,0,1,1,1,1,10.463131911491967,0,woman,young,33.0
15.0,42.0,0.0,0,0,0,1,0,10.633472802314019,1,man,young,23.0
0.0,10.0,0.0,0,0,0,0,1,10.308985993422082,0,man,experienced,53.0
1.0,4.0,0.0,0,0,0,1,1,7.313886831633462,0,woman,experienced,42.0
0.0,10.0,0.0,0,0,0,0,1,10.633472802314019,0,man,young,34.0
15.0,10.0,0.0,0,0,0,0,0,9.472781556562168,0,man,young,20.0
