ed_level_enc,is_employed,is_remote,is_student,years_code,years_code_pro,devtype_developer_full_stack,devtype_developer_back_end,devtype_developer_front_end,devtype_developer_mobile,devtype_data_scientist_or_machine_learning_specialist,devtype_devops_specialist,devtype_engineering_manager,devtype_data_engineer,devtype_developer_desktop_or_enterprise_applications,devtype_security_professional,above_median_salary,ConvertedCompYearly,age_group,age_exp_pro,age_exp_total,exp_pro_bracket,exp_total_bracket
1.0,1,0,1,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,7322.0,young,young_junior,young_junior,junior,junior
6.0,1,0,0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,30074.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,15.0,6.0,0,0,0,0,1,0,0,0,0,0,1,91295.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,1,0,27.0,17.0,0,1,0,0,0,0,0,0,0,0,0,53703.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,1,1,7.0,7.0,0,0,0,0,0,0,0,0,0,0,1,110000.0,young,young_mid,young_mid,mid,mid
6.0,1,0,0,32.0,18.0,0,0,0,0,0,0,1,0,0,0,1,161044.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,32.0,25.0,0,0,0,0,0,0,0,0,0,0,1,121018.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,1,0,38.0,30.0,1,0,0,0,0,0,0,0,0,0,1,195000.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,1,0,23.0,20.0,1,0,0,0,0,0,0,0,0,0,0,44586.0,experienced,experienced_senior,experienced_senior,senior,senior
6.0,1,0,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,57999.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,30.0,27.0,0,1,0,0,0,0,0,0,0,0,1,184712.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,21.0,16.0,1,0,0,0,0,0,0,0,0,0,1,79481.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,21.0,17.0,0,1,0,0,0,0,0,0,0,0,1,170000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,29000.0,young,young_junior,young_mid,junior,mid
2.0,1,1,0,6.0,4.0,1,0,0,0,0,0,0,0,0,0,1,66592.0,young,young_junior,young_mid,junior,mid
5.0,1,1,0,40.0,30.0,1,0,0,0,0,0,0,0,0,0,1,85925.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,20.0,15.0,0,0,1,0,0,0,0,0,0,0,1,124840.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,1,9.0,4.0,0,0,0,0,0,0,0,0,0,0,0,50000.0,young,young_junior,young_mid,junior,mid
4.0,1,1,0,20.0,11.0,0,0,0,0,0,0,0,0,0,0,1,230000.0,young,young_mid,young_senior,mid,senior
4.0,1,0,0,25.0,23.0,1,0,0,0,0,0,0,0,0,0,1,85000.0,experienced,experienced_senior,experienced_senior,senior,senior
1.0,1,1,0,20.0,18.0,1,0,0,0,0,0,0,0,0,0,1,160000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,25.0,23.0,0,0,1,0,0,0,0,0,0,0,1,110000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,23.0,18.0,0,0,0,0,0,0,1,0,0,0,1,190000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,20.0,17.0,0,0,0,0,0,0,0,0,0,0,1,161783.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,1,12.0,10.0,0,0,0,1,0,0,0,0,0,0,1,146496.0,young,young_mid,young_mid,mid,mid
1.0,1,0,0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,12773.0,young,young_junior,young_mid,junior,mid
5.0,1,0,0,14.0,10.0,1,0,0,0,0,0,0,0,0,0,1,69814.0,young,young_mid,young_mid,mid,mid
3.0,1,0,0,10.0,10.0,1,0,0,0,0,0,0,0,0,0,1,115000.0,experienced,experienced_mid,experienced_mid,mid,mid
2.0,1,1,0,11.0,9.0,1,0,0,0,0,0,0,0,0,0,0,64570.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,9.0,7.0,0,1,0,0,0,0,0,0,0,0,1,101896.0,young,young_mid,young_mid,mid,mid
6.0,1,0,0,28.0,18.0,0,1,0,0,0,0,0,0,0,0,1,300000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,16.0,11.0,0,1,0,0,0,0,0,0,0,0,0,52122.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,0,0,18.0,8.0,0,1,0,0,0,0,0,0,0,0,0,54777.0,young,young_mid,young_senior,mid,senior
5.0,1,0,0,30.0,24.0,0,0,0,0,0,0,0,0,0,0,1,254425.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,1,28.0,15.0,0,0,0,0,0,0,0,0,0,0,0,27926.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,0,0,37.0,27.0,0,0,0,0,0,0,0,0,0,0,1,107406.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,1,0,12.0,12.0,0,0,1,0,0,0,0,0,0,0,0,37297.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,15.0,11.0,0,0,0,0,0,0,0,0,0,0,1,85925.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,1,0,30.0,26.0,0,0,0,0,0,0,0,0,0,0,1,140000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,12.0,9.0,1,0,0,0,0,0,0,0,0,0,1,213840.0,young,young_mid,young_mid,mid,mid
4.0,1,1,1,20.0,7.0,0,0,0,0,0,0,0,0,0,0,0,4833.0,young,young_mid,young_senior,mid,senior
5.0,1,1,0,47.0,40.0,0,1,0,0,0,0,0,0,0,0,1,200000.0,experienced,experienced_senior,experienced_senior,senior,senior
3.0,1,1,0,6.0,4.0,1,0,0,0,0,0,0,0,0,0,1,93000.0,young,young_junior,young_mid,junior,mid
5.0,1,1,0,17.0,14.0,0,0,1,0,0,0,0,0,0,0,1,67227.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,0,0,12.0,10.0,0,0,1,0,0,0,0,0,0,0,1,144998.0,young,young_mid,young_mid,mid,mid
2.0,1,1,0,18.0,16.0,1,0,0,0,0,0,0,0,0,0,0,59073.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,36.0,17.0,1,0,0,0,0,0,0,0,0,0,1,119943.0,experienced,experienced_senior,experienced_senior,senior,senior
6.0,1,0,0,19.0,9.0,0,0,0,0,0,0,0,0,0,0,1,100000.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,0,0,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,14142.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,24.0,22.0,1,0,0,0,0,0,0,0,0,0,1,102000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,19.0,15.0,0,0,0,0,0,0,1,0,0,0,1,123654.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,650.0,young,young_junior,young_junior,junior,junior
2.0,1,1,0,32.0,20.0,1,0,0,0,0,0,0,0,0,0,0,42962.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,20.0,11.0,1,0,0,0,0,0,0,0,0,0,1,170000.0,experienced,experienced_mid,experienced_senior,mid,senior
2.0,1,1,1,18.0,5.0,0,0,1,0,0,0,0,0,0,0,0,42962.0,young,young_mid,young_senior,mid,senior
4.0,1,1,1,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,136000.0,young,young_junior,young_mid,junior,mid
5.0,1,0,0,34.0,28.0,0,0,0,0,0,0,0,0,0,0,0,48333.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,1,0,16.0,3.0,0,0,0,0,0,0,0,0,0,0,0,3000.0,young,young_junior,young_senior,junior,senior
4.0,1,0,0,48.0,44.0,1,0,0,0,0,0,0,0,0,0,1,167125.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,0,0,38.0,25.0,0,0,0,0,0,0,1,0,0,0,0,53703.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,0,0,0,46.0,42.0,1,0,0,0,0,0,0,0,0,0,0,46185.0,experienced,experienced_senior,experienced_senior,senior,senior
6.0,1,0,0,16.0,13.0,0,0,0,1,0,0,0,0,0,0,1,79218.0,young,young_mid,young_senior,mid,senior
4.0,1,0,0,25.0,20.0,1,0,0,0,0,0,0,0,0,0,1,175000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,23.0,16.0,1,0,0,0,0,0,0,0,0,0,1,85925.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,15.0,10.0,1,0,0,0,0,0,0,0,0,0,0,31200.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,1,0,16.0,11.0,0,0,0,0,0,0,0,0,0,0,0,55851.0,young,young_mid,young_senior,mid,senior
1.0,1,1,0,25.0,25.0,0,0,0,0,0,0,0,0,1,0,1,130000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,16.0,10.0,0,0,0,0,0,0,0,0,0,0,1,90221.0,young,young_mid,young_senior,mid,senior
5.0,1,0,0,5.0,0.5,1,0,0,0,0,0,0,0,0,0,0,3618.0,young,young_junior,young_mid,junior,mid
5.0,1,0,0,15.0,13.0,0,0,0,0,0,0,0,0,0,0,1,150000.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,1,0,12.0,4.0,1,0,0,0,0,0,0,0,0,0,0,13160.0,young,young_junior,young_mid,junior,mid
2.0,1,1,0,15.0,9.0,0,0,0,0,0,0,0,0,0,0,1,160000.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,19.0,13.0,0,1,0,0,0,0,0,0,0,0,0,2411.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,1,0,10.0,7.0,0,1,0,0,0,0,0,0,0,0,1,118147.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,1,0,20.0,17.0,0,1,0,0,0,0,0,0,0,0,0,50340.0,experienced,experienced_senior,experienced_senior,senior,senior
6.0,1,0,0,9.0,3.0,0,0,0,0,0,0,0,0,0,0,0,49681.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,11.0,9.0,0,0,0,0,0,0,0,0,1,0,1,100000.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,20.0,10.0,0,0,0,0,0,0,0,0,0,0,0,16532.0,experienced,experienced_mid,experienced_senior,mid,senior
3.0,1,1,0,15.0,15.0,1,0,0,0,0,0,0,0,0,0,1,100000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,26.0,22.0,1,0,0,0,0,0,0,0,0,0,1,220000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,5.0,2.0,0,1,0,0,0,0,0,0,0,0,0,494.0,young,young_junior,young_mid,junior,mid
4.0,1,1,0,21.0,13.0,0,1,0,0,0,0,0,0,0,0,1,220000.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,1,0,13.0,11.0,1,0,0,0,0,0,0,0,0,0,0,10630.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,30.0,22.0,1,0,0,0,0,0,0,0,0,0,1,250000.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,1,0,20.0,12.0,1,0,0,0,0,0,0,0,0,0,1,218079.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,40.0,35.0,1,0,0,0,0,0,0,0,0,0,1,140000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,24.0,20.0,1,0,0,0,0,0,0,0,0,0,1,180000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,37.0,26.0,1,0,0,0,0,0,0,0,0,0,0,42962.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,13.0,10.0,0,0,0,0,0,0,0,0,1,0,1,75159.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,0,0,33.0,25.0,0,1,0,0,0,0,0,0,0,0,1,150000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,15.0,9.0,0,1,0,0,0,0,0,0,0,0,1,104458.0,young,young_mid,young_senior,mid,senior
5.0,1,1,0,9.0,5.0,0,0,0,0,0,0,0,0,0,0,1,65000.0,young,young_mid,young_mid,mid,mid
6.0,1,1,0,20.0,15.0,0,0,0,0,1,0,0,0,0,0,1,100000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,10.0,7.0,1,0,0,0,0,0,0,0,0,0,0,47259.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,31.0,31.0,0,1,0,0,0,0,0,0,0,0,1,150000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,13.0,11.0,1,0,0,0,0,0,0,0,0,0,1,150000.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,16.0,12.0,1,0,0,0,0,0,0,0,0,0,1,96666.0,young,young_mid,young_senior,mid,senior
3.0,1,0,0,14.0,10.0,1,0,0,0,0,0,0,0,0,0,1,150000.0,experienced,experienced_mid,experienced_mid,mid,mid
5.0,1,1,0,12.0,8.0,0,0,1,0,0,0,0,0,0,0,0,1740.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,45.0,41.0,0,0,0,0,0,0,0,0,0,0,1,152865.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,2.0,2.0,0,0,0,0,1,0,0,0,0,0,0,3021.0,young,young_junior,young_junior,junior,junior
1.0,1,1,0,26.0,25.0,0,1,0,0,0,0,0,0,0,0,0,29000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,22.0,10.0,0,0,0,0,0,0,0,0,0,0,1,67516.0,experienced,experienced_mid,experienced_senior,mid,senior
1.0,1,0,0,41.0,36.0,0,0,0,0,0,0,0,0,1,0,0,64444.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,31.0,20.0,0,1,0,0,0,0,0,0,0,0,1,185000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,12.0,7.0,0,0,0,0,0,0,0,0,0,0,1,88019.0,young,young_mid,young_mid,mid,mid
1.0,1,1,0,24.0,24.0,0,0,0,0,0,0,0,0,0,1,0,55000.0,young,young_senior,young_senior,senior,senior
5.0,1,1,0,14.0,10.0,0,0,0,0,0,1,0,0,0,0,1,85925.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,15.0,11.0,0,0,0,0,0,0,1,0,0,0,1,91295.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,7.0,5.0,1,0,0,0,0,0,0,0,0,0,0,5982.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,21.0,12.0,0,0,0,0,0,0,0,0,0,0,1,67666.0,young,young_mid,young_senior,mid,senior
5.0,1,1,0,16.0,11.0,0,0,0,0,0,0,0,0,0,0,1,178343.0,young,young_mid,young_senior,mid,senior
5.0,1,0,0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,63370.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,17.0,14.0,0,1,0,0,0,0,0,0,0,0,1,85350.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,0,0,5.0,3.0,0,1,0,0,0,0,0,0,0,0,1,120000.0,young,young_junior,young_mid,junior,mid
5.0,1,1,0,30.0,20.0,1,0,0,0,0,0,0,0,0,0,1,97740.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,12.0,7.0,0,0,0,0,0,0,0,0,0,0,1,205000.0,young,young_mid,young_mid,mid,mid
2.0,1,1,0,18.0,11.0,0,0,1,0,0,0,0,0,0,0,1,93980.0,young,young_mid,young_senior,mid,senior
5.0,1,1,0,13.0,9.0,1,0,0,0,0,0,0,0,0,0,1,100000.0,experienced,experienced_mid,experienced_mid,mid,mid
1.0,1,0,0,9.0,6.0,1,0,0,0,0,0,0,0,0,0,1,128129.0,young,young_mid,young_mid,mid,mid
6.0,1,0,0,16.0,12.0,0,1,0,0,0,0,0,0,0,0,0,44037.0,young,young_mid,young_senior,mid,senior
5.0,1,0,0,5.0,1.0,1,0,0,0,0,0,0,0,0,0,1,101000.0,young,young_junior,young_mid,junior,mid
5.0,1,1,0,32.0,24.0,0,0,0,0,0,0,0,0,0,0,1,300000.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,0,0,40.0,30.0,1,0,0,0,0,0,0,0,0,0,1,161109.0,experienced,experienced_senior,experienced_senior,senior,senior
6.0,1,0,0,25.0,14.0,1,0,0,0,0,0,0,0,0,0,1,89147.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,0,0,12.0,10.0,1,0,0,0,0,0,0,0,0,0,1,90221.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,15.0,10.0,0,1,0,0,0,0,0,0,0,0,1,86999.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,17.0,17.0,1,0,0,0,0,0,0,0,0,0,1,190000.0,young,young_senior,young_senior,senior,senior
1.0,1,0,0,10.0,0.5,0,0,0,0,0,0,0,0,1,0,0,31847.0,young,young_junior,young_mid,junior,mid
1.0,1,0,0,35.0,30.0,0,0,0,0,0,0,0,0,1,0,0,37592.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,32.0,30.0,1,0,0,0,0,0,0,0,0,0,0,53703.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,14.0,11.0,1,0,0,0,0,0,0,0,0,0,1,150369.0,young,young_mid,young_mid,mid,mid
1.0,1,0,0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,10955.0,young,young_junior,young_junior,junior,junior
3.0,1,0,0,12.0,6.0,0,1,0,0,0,0,0,0,0,0,0,53703.0,young,young_mid,young_mid,mid,mid
2.0,1,1,0,24.0,17.0,1,0,0,0,0,0,0,0,0,0,1,161109.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,30.0,24.0,1,0,0,0,0,0,0,0,0,0,0,32222.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,11.0,11.0,0,0,0,0,0,0,1,0,0,0,0,47854.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,10.0,5.0,1,0,0,0,0,0,0,0,0,0,1,118000.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,33.0,20.0,0,0,0,0,0,0,0,0,0,0,1,150000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,4.0,2.0,1,0,0,0,0,0,0,0,0,0,1,87250.0,experienced,experienced_junior,experienced_junior,junior,junior
4.0,1,0,0,13.0,5.0,1,0,0,0,0,0,0,0,0,0,0,55851.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,30.0,22.0,1,0,0,0,0,0,0,0,0,0,0,42962.0,experienced,experienced_senior,experienced_senior,senior,senior
6.0,1,0,0,40.0,35.0,0,0,0,0,0,0,0,0,0,0,1,295662.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,10.0,6.0,0,0,0,0,0,0,0,0,1,0,0,56925.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,23.0,8.0,1,0,0,0,0,0,0,0,0,0,1,91295.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,1,0,35.0,18.0,0,0,0,0,0,0,0,0,1,0,0,56022.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,14.0,10.0,1,0,0,0,0,0,0,0,0,0,1,124000.0,young,young_mid,young_mid,mid,mid
2.0,1,0,0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,10070.0,young,young_junior,young_senior,junior,senior
4.0,1,1,0,19.0,11.0,0,1,0,0,0,0,0,0,0,0,1,91295.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,45.0,40.0,0,0,0,0,0,0,0,0,0,0,1,120000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,12.0,1.0,1,0,0,0,0,0,0,0,0,0,0,44037.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,11.0,7.0,0,0,0,0,0,1,0,0,0,0,1,85925.0,young,young_mid,young_mid,mid,mid
2.0,1,0,0,30.0,26.0,1,0,0,0,0,0,0,0,0,0,0,6230.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,11.0,8.0,0,1,0,0,0,0,0,0,0,0,0,43068.0,young,young_mid,young_mid,mid,mid
2.0,1,1,0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,4937.0,experienced,experienced_junior,experienced_junior,junior,junior
5.0,1,1,0,22.0,17.0,0,1,0,0,0,0,0,0,0,0,1,139628.0,experienced,experienced_senior,experienced_senior,senior,senior
3.0,1,1,0,9.0,5.0,0,0,0,0,0,0,0,0,0,0,1,181732.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,18.0,10.0,0,0,0,0,0,0,0,0,1,0,1,205000.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,36.0,20.0,1,0,0,0,0,0,0,0,0,0,1,250000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,35.0,20.0,1,0,0,0,0,0,0,0,0,0,1,250000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,20.0,20.0,1,0,0,0,0,0,0,0,0,0,0,12000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,12.0,7.0,0,0,0,0,0,0,0,0,0,0,0,50915.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,1,0,8.0,6.0,0,0,1,0,0,0,0,0,0,0,1,69814.0,young,young_mid,young_mid,mid,mid
3.0,1,0,0,34.0,18.0,0,0,0,0,0,0,0,0,0,0,0,49681.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,21.0,13.0,0,0,0,0,0,0,0,0,0,0,0,32222.0,young,young_mid,young_senior,mid,senior
5.0,1,0,0,12.0,5.0,1,0,0,0,0,0,0,0,0,0,1,257000.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,20.0,13.0,1,0,0,0,0,0,0,0,0,0,1,163000.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,0,0,15.0,9.0,0,0,1,0,0,0,0,0,0,0,1,70584.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,16.0,15.0,0,1,0,0,0,0,0,0,0,0,1,200000.0,young,young_senior,young_senior,senior,senior
1.0,1,0,0,44.0,38.0,0,0,0,0,0,0,0,0,1,0,1,107406.0,experienced,experienced_senior,experienced_senior,senior,senior
6.0,1,0,0,27.0,12.0,0,1,0,0,0,0,0,0,0,0,1,74239.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,0,0,5.0,4.0,1,0,0,0,0,0,0,0,0,0,0,9571.0,young,young_junior,young_mid,junior,mid
6.0,1,0,0,19.0,5.0,0,0,0,0,0,0,0,0,0,0,1,66592.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,1,0,48.0,20.0,0,1,0,0,0,0,0,0,0,0,0,57325.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,32.0,23.0,1,0,0,0,0,0,0,0,0,0,0,56051.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,15.0,10.0,1,0,0,0,0,0,0,0,0,0,0,27926.0,experienced,experienced_mid,experienced_senior,mid,senior
6.0,1,1,0,40.0,25.0,0,0,0,0,0,0,0,0,0,0,1,214812.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,9.0,7.0,0,0,0,1,0,0,0,0,0,0,1,105000.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,38.0,38.0,1,0,0,0,0,0,0,0,0,0,0,49233.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,0,0,20.0,18.0,1,0,0,0,0,0,0,0,0,0,0,43435.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,8.0,6.0,1,0,0,0,0,0,0,0,0,0,0,48000.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,23.0,12.0,1,0,0,0,0,0,0,0,0,0,1,70000.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,0,0,29.0,25.0,0,0,0,0,0,0,0,0,1,0,1,150000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,19.0,13.0,0,0,0,0,0,0,0,0,0,0,1,127388.0,experienced,experienced_mid,experienced_senior,mid,senior
6.0,1,0,0,37.0,31.0,0,0,0,0,0,0,0,0,0,0,0,53703.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,12.0,12.0,0,1,0,0,0,0,0,0,0,0,1,91295.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,18.0,15.0,0,0,0,0,1,0,0,0,0,0,1,122124.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,21.0,14.0,0,0,0,0,0,0,0,0,0,0,1,80555.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,0,0,12.0,10.0,0,0,0,0,0,0,0,0,1,0,1,149746.0,experienced,experienced_mid,experienced_mid,mid,mid
5.0,1,1,0,28.0,9.0,1,0,0,0,0,0,0,0,0,0,1,137136.0,experienced,experienced_mid,experienced_senior,mid,senior
6.0,1,1,0,16.0,8.0,0,0,0,0,0,0,0,0,0,0,0,32744.0,young,young_mid,young_senior,mid,senior
1.0,1,1,0,16.0,14.0,1,0,0,0,0,0,0,0,0,0,1,80555.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,17.0,17.0,0,1,0,0,0,0,0,0,0,0,1,175000.0,young,young_senior,young_senior,senior,senior
2.0,1,0,1,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,39520.0,young,young_junior,young_mid,junior,mid
5.0,1,0,0,25.0,14.0,0,1,0,0,0,0,0,0,0,0,1,68535.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,0,0,10.0,2.0,0,0,0,0,0,0,0,0,0,0,1,120000.0,young,young_junior,young_mid,junior,mid
5.0,1,1,0,16.0,11.0,0,0,0,0,0,1,0,0,0,0,1,114649.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,20.0,12.0,0,0,0,0,0,0,0,0,0,0,1,80000.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,1,0,24.0,20.0,0,0,0,0,0,0,0,0,0,0,1,120000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,9.0,0.5,1,0,0,0,0,0,0,0,0,0,0,33121.0,young,young_junior,young_mid,junior,mid
5.0,1,0,0,16.0,11.0,1,0,0,0,0,0,0,0,0,0,1,128887.0,young,young_mid,young_senior,mid,senior
2.0,1,1,0,38.0,27.0,1,0,0,0,0,0,0,0,0,0,1,84851.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,22.0,20.0,1,0,0,0,0,0,0,0,0,0,1,87231.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,18.0,12.0,1,0,0,0,0,0,0,0,0,0,1,93047.0,young,young_mid,young_senior,mid,senior
1.0,1,0,0,8.0,4.0,0,0,1,0,0,0,0,0,0,0,0,64762.0,young,young_junior,young_mid,junior,mid
5.0,1,0,0,16.0,13.0,0,1,0,0,0,0,0,0,0,0,1,163000.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,0,0,16.0,7.0,0,0,0,0,0,0,0,0,1,0,1,78621.0,young,young_mid,young_senior,mid,senior
5.0,1,0,0,11.0,4.0,0,0,0,0,0,0,0,0,0,0,0,64444.0,young,young_junior,young_mid,junior,mid
