ed_level_enc,is_employed,is_remote,is_student,years_code,years_code_pro,devtype_developer_full_stack,devtype_developer_back_end,devtype_developer_front_end,devtype_developer_mobile,devtype_data_scientist_or_machine_learning_specialist,devtype_devops_specialist,devtype_engineering_manager,devtype_data_engineer,devtype_developer_desktop_or_enterprise_applications,devtype_security_professional,above_median_salary,ConvertedCompYearly,age_group,age_exp_pro,age_exp_total,exp_pro_bracket,exp_total_bracket
5.0,1,1,0,8.0,5.0,0,0,0,0,0,0,0,0,0,0,1,70000.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,14.0,6.0,0,0,0,0,0,0,0,0,0,0,0,21564.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,1,0,27.0,27.0,0,0,1,0,0,0,0,0,0,0,1,140000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,9.0,5.0,1,0,0,0,0,0,0,0,0,0,0,47267.0,young,young_mid,young_mid,mid,mid
2.0,1,1,0,21.0,10.0,0,0,0,0,0,0,0,0,1,0,1,145386.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,0,0,4.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1500.0,young,young_junior,young_junior,junior,junior
4.0,1,0,0,15.0,13.0,1,0,0,0,0,0,0,0,0,0,0,60147.0,experienced,experienced_mid,experienced_senior,mid,senior
2.0,1,1,0,12.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1304.0,young,young_junior,young_mid,junior,mid
4.0,1,1,0,6.0,3.0,0,0,1,0,0,0,0,0,0,0,0,9697.0,young,young_junior,young_mid,junior,mid
4.0,1,1,1,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,37592.0,young,young_mid,young_mid,mid,mid
3.0,1,1,0,10.0,10.0,1,0,0,0,0,0,0,0,0,0,1,70000.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,32.0,27.0,1,0,0,0,0,0,0,0,0,0,1,155739.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,12.0,9.0,0,1,0,0,0,0,0,0,0,0,0,33941.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,18.0,12.0,0,0,1,0,0,0,0,0,0,0,1,80562.0,young,young_mid,young_senior,mid,senior
5.0,1,1,0,19.0,14.0,1,0,0,0,0,0,0,0,0,0,0,34958.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,1,0,30.0,12.0,1,0,0,0,0,0,0,0,0,0,1,100000.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,1,0,14.0,10.0,1,0,0,0,0,0,0,0,0,0,0,32495.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,13.0,13.0,0,1,0,0,0,0,0,0,0,0,1,157000.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,0,0,15.0,13.0,0,0,0,0,0,0,0,1,0,0,1,214000.0,young,young_mid,young_senior,mid,senior
6.0,1,1,0,20.0,14.0,1,0,0,0,0,0,0,0,0,0,1,78431.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,1,0,26.0,20.0,0,0,0,0,0,0,1,0,0,0,1,210000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,8.0,5.0,0,0,0,0,1,0,0,0,0,0,1,100000.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,19.0,12.0,0,0,1,0,0,0,0,0,0,0,1,69000.0,young,young_mid,young_senior,mid,senior
5.0,1,0,0,8.0,3.0,1,0,0,0,0,0,0,0,0,0,0,53869.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,24.0,24.0,0,1,0,0,0,0,0,0,0,0,1,167125.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,0,0,10.0,7.0,1,0,0,0,0,0,0,0,0,0,1,75000.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,10.0,4.0,1,0,0,0,0,0,0,0,0,0,0,12984.0,young,young_junior,young_mid,junior,mid
2.0,1,1,0,30.0,27.0,0,1,0,0,0,0,0,0,0,0,1,79962.0,experienced,experienced_senior,experienced_senior,senior,senior
1.0,1,0,1,3.0,0.5,0,1,0,0,0,0,0,0,0,0,0,10435.0,young,young_junior,young_junior,junior,junior
4.0,1,0,0,6.0,5.0,0,0,0,0,0,0,0,0,0,0,1,130000.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,1,120000.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,1,0,8.0,7.0,0,0,1,0,0,0,0,0,0,0,0,25123.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,23.0,12.0,1,0,0,0,0,0,0,0,0,0,1,70193.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,1,0,5.0,3.0,0,1,0,0,0,0,0,0,0,0,0,22000.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,30.0,25.0,0,0,0,0,0,0,0,0,0,1,1,130847.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,20.0,18.0,0,1,0,0,0,0,0,0,0,0,1,128887.0,young,young_senior,young_senior,senior,senior
5.0,1,1,0,21.0,16.0,0,1,0,0,0,0,0,0,0,0,1,205000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,14.0,9.0,0,0,0,0,0,0,1,0,0,0,1,96666.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,13.0,10.0,0,1,0,0,0,0,0,0,0,0,0,57999.0,young,young_mid,young_mid,mid,mid
2.0,1,0,0,12.0,5.0,0,1,0,0,0,0,0,0,0,0,1,74873.0,young,young_mid,young_mid,mid,mid
4.0,1,0,1,11.0,7.0,0,1,0,0,0,0,0,0,0,0,0,48333.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,12.0,5.0,0,0,0,0,0,0,0,0,0,0,1,80000.0,experienced,experienced_mid,experienced_mid,mid,mid
6.0,1,0,0,9.0,6.0,0,0,0,0,0,0,0,0,0,0,1,120000.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,14.0,10.0,1,0,0,0,0,0,0,0,0,0,0,4769.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,14.0,8.0,1,0,0,0,0,0,0,0,0,0,1,120000.0,young,young_mid,young_mid,mid,mid
2.0,1,1,0,18.0,16.0,1,0,0,0,0,0,0,0,0,0,0,53703.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,7.0,6.0,1,0,0,0,0,0,0,0,0,0,0,58000.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,6.0,2.0,1,0,0,0,0,0,0,0,0,0,1,130000.0,young,young_junior,young_mid,junior,mid
5.0,1,1,0,11.0,4.0,0,0,1,0,0,0,0,0,0,0,1,78980.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,25.0,18.0,0,0,0,1,0,0,0,0,0,0,1,69951.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,16.0,14.0,1,0,0,0,0,0,0,0,0,0,0,53703.0,experienced,experienced_mid,experienced_senior,mid,senior
4.0,1,1,0,12.0,10.0,0,1,0,0,0,0,0,0,0,0,0,31105.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,6.0,6.0,0,1,0,0,0,0,0,0,0,0,1,66592.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,27.0,23.0,1,0,0,0,0,0,0,0,0,0,1,138242.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,13.0,13.0,0,0,1,0,0,0,0,0,0,0,0,16045.0,experienced,experienced_mid,experienced_mid,mid,mid
6.0,1,0,0,8.0,5.0,0,0,0,0,1,0,0,0,0,0,1,107406.0,experienced,experienced_mid,experienced_mid,mid,mid
5.0,1,0,0,42.0,35.0,0,0,0,0,0,0,1,0,0,0,1,90866.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,1,10.0,10.0,0,0,0,0,0,0,1,0,0,0,1,155000.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,8.0,3.0,1,0,0,0,0,0,0,0,0,0,0,23959.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,4000.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,6.0,3.0,0,1,0,0,0,0,0,0,0,0,0,27251.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,10.0,8.0,0,1,0,0,0,0,0,0,0,0,1,109039.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,2468.0,young,young_junior,young_junior,junior,junior
4.0,1,0,0,29.0,25.0,0,0,1,0,0,0,0,0,0,0,1,80000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,6.0,2.0,1,0,0,0,0,0,0,0,0,0,0,4785.0,young,young_junior,young_mid,junior,mid
2.0,1,0,0,9.0,7.0,0,1,0,0,0,0,0,0,0,0,0,42962.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,6.0,3.0,0,1,0,0,0,0,0,0,0,0,0,6723.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,12.0,8.0,0,0,0,1,0,0,0,0,0,0,0,37297.0,young,young_mid,young_mid,mid,mid
1.0,1,0,0,10.0,7.0,1,0,0,0,0,0,0,0,0,0,1,77332.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,34169.0,young,young_mid,young_mid,mid,mid
2.0,1,1,0,7.0,7.0,0,1,0,0,0,0,0,0,0,0,0,60000.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,245.0,young,young_junior,young_junior,junior,junior
4.0,1,1,0,20.0,17.0,1,0,0,0,0,0,0,0,0,0,0,50000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,18.0,12.0,1,0,0,0,0,0,0,0,0,0,1,130000.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,1,0,20.0,20.0,0,1,0,0,0,0,0,0,0,0,1,75000.0,experienced,experienced_senior,experienced_senior,senior,senior
1.0,1,1,0,14.0,3.0,0,1,0,0,0,0,0,0,0,0,0,26854.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,17.0,8.0,1,0,0,0,0,0,0,0,0,0,1,90000.0,young,young_mid,young_senior,mid,senior
1.0,1,1,0,10.0,7.0,1,0,0,0,0,0,0,0,0,0,0,52000.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,4.0,2.0,1,0,0,0,0,0,0,0,0,0,0,52461.0,experienced,experienced_junior,experienced_junior,junior,junior
5.0,1,1,0,10.0,8.0,0,0,1,0,0,0,0,0,0,0,0,37026.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,8.0,7.0,0,0,1,0,0,0,0,0,0,0,1,140000.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,1,0,25.0,23.0,1,0,0,0,0,0,0,0,0,0,1,150000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,12.0,8.0,1,0,0,0,0,0,0,0,0,0,1,100000.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,0,0,15.0,10.0,0,0,0,0,0,0,0,0,1,0,1,120000.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,9.0,5.0,0,0,0,0,0,1,0,0,0,0,0,17945.0,young,young_mid,young_mid,mid,mid
6.0,1,0,0,25.0,19.0,1,0,0,0,0,0,0,0,0,0,1,103110.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,1,0,10.0,7.0,0,0,0,1,0,0,0,0,0,0,0,62296.0,young,young_mid,young_mid,mid,mid
2.0,1,0,1,30.0,25.0,0,0,0,0,0,0,0,0,0,0,0,10084.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,0,10767.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,15.0,15.0,1,0,0,0,0,0,0,0,0,0,1,140000.0,young,young_senior,young_senior,senior,senior
2.0,1,1,0,10.0,3.0,0,0,0,1,0,0,0,0,0,0,1,140000.0,young,young_junior,young_mid,junior,mid
4.0,1,1,0,12.0,5.0,1,0,0,0,0,0,0,0,0,0,0,55422.0,young,young_mid,young_mid,mid,mid
2.0,1,1,0,34.0,27.0,1,0,0,0,0,0,0,0,0,0,1,73420.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,12.0,8.0,0,1,0,0,0,0,0,0,0,0,0,28712.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,55851.0,young,young_mid,young_mid,mid,mid
0.0,1,1,0,43.0,30.0,1,0,0,0,0,0,0,0,0,0,1,165000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,18.0,7.0,0,0,1,0,0,0,0,0,0,0,1,126000.0,young,young_mid,young_senior,mid,senior
5.0,1,0,0,12.0,8.0,0,0,0,0,0,0,0,0,0,0,1,136000.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,30.0,5.0,0,0,0,0,0,0,0,0,0,0,1,80000.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,1,0,10.0,8.0,1,0,0,0,0,0,0,0,0,0,0,60000.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,25.0,16.0,1,0,0,0,0,0,0,0,0,0,1,74647.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,8.0,6.0,1,0,0,0,0,0,0,0,0,0,1,121000.0,experienced,experienced_mid,experienced_mid,mid,mid
5.0,1,1,0,8.0,5.0,0,1,0,0,0,0,0,0,0,0,0,61710.0,young,young_mid,young_mid,mid,mid
6.0,1,0,0,25.0,14.0,0,1,0,0,0,0,0,0,0,0,1,166467.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,0,0,6.0,1.0,1,0,0,0,0,0,0,0,0,0,0,14356.0,young,young_junior,young_mid,junior,mid
3.0,1,1,0,19.0,17.0,1,0,0,0,0,0,0,0,0,0,1,82000.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,1,0,4.0,3.0,1,0,0,0,0,0,0,0,0,0,1,112860.0,young,young_junior,young_junior,junior,junior
5.0,1,0,0,23.0,16.0,1,0,0,0,0,0,0,0,0,0,1,70888.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,7.0,5.0,0,1,0,0,0,0,0,0,0,0,1,74239.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,55851.0,experienced,experienced_junior,experienced_junior,junior,junior
5.0,1,1,0,10.0,5.0,0,1,0,0,0,0,0,0,0,0,0,3000.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,0,0,13.0,9.0,1,0,0,0,0,0,0,0,0,0,0,35444.0,young,young_mid,young_mid,mid,mid
1.0,1,0,1,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,7518.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,20.0,17.0,0,0,0,0,0,0,0,1,0,0,0,47854.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,1,0,10.0,8.0,0,1,0,0,0,0,0,0,0,0,0,28197.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,11.0,9.0,0,0,0,1,0,0,0,0,0,0,1,69905.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,0,0,19.0,15.0,0,1,0,0,0,0,0,0,0,0,0,16784.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,13.0,13.0,0,0,0,0,0,0,0,1,0,0,1,85925.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,0,0,18.0,15.0,0,0,0,1,0,0,0,0,0,0,1,87231.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,25.0,16.0,1,0,0,0,0,0,0,0,0,0,1,133700.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,37.0,31.0,1,0,0,0,0,0,0,0,0,0,1,72693.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,8.0,5.0,1,0,0,0,0,0,0,0,0,0,1,74052.0,young,young_mid,young_mid,mid,mid
2.0,1,0,0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,12588.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,266.0,young,young_junior,young_junior,junior,junior
4.0,1,0,1,6.0,1.0,1,0,0,0,0,0,0,0,0,0,0,12592.0,young,young_junior,young_mid,junior,mid
2.0,1,1,0,10.0,5.0,0,0,1,0,0,0,0,0,0,0,0,20000.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,8.0,5.0,1,0,0,0,0,0,0,0,0,0,0,43326.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,40.0,36.0,0,0,0,0,0,0,1,0,0,0,1,230000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,14.0,10.0,0,1,0,0,0,0,0,0,0,0,1,180000.0,experienced,experienced_mid,experienced_mid,mid,mid
6.0,1,0,0,7.0,3.0,1,0,0,0,0,0,0,0,0,0,0,908.0,young,young_junior,young_mid,junior,mid
6.0,1,0,0,16.0,12.0,0,0,0,0,0,0,0,0,0,0,0,6980.0,young,young_mid,young_senior,mid,senior
6.0,1,0,0,13.0,10.0,0,0,0,0,0,0,0,1,0,0,1,94517.0,experienced,experienced_mid,experienced_mid,mid,mid
2.0,1,0,0,13.0,12.0,1,0,0,0,0,0,0,0,0,0,0,64968.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,8.0,4.0,0,1,0,0,0,0,0,0,0,0,1,91314.0,young,young_junior,young_mid,junior,mid
5.0,1,0,0,8.0,6.0,0,0,0,1,0,0,0,0,0,0,0,1481.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,12.0,10.0,1,0,0,0,0,0,0,0,0,0,1,95708.0,experienced,experienced_mid,experienced_mid,mid,mid
5.0,1,1,0,8.0,4.0,0,0,0,0,0,0,0,0,0,0,0,37026.0,young,young_junior,young_mid,junior,mid
5.0,1,1,0,8.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1259.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,20.0,16.0,0,1,0,0,0,0,0,0,0,0,0,29595.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,17.0,11.0,0,0,0,0,1,0,0,0,0,0,1,126047.0,experienced,experienced_mid,experienced_senior,mid,senior
5.0,1,0,0,36.0,24.0,1,0,0,0,0,0,0,0,0,0,1,82802.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,28.0,17.0,0,0,0,0,0,0,0,0,0,0,1,66877.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,9.0,6.0,1,0,0,0,0,0,0,0,0,0,1,66592.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,10.0,3.0,0,1,0,0,0,0,0,0,0,0,1,132110.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,9.0,7.0,0,0,0,0,0,0,0,0,0,0,1,140000.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,1,0,9.0,6.0,0,0,1,0,0,0,0,0,0,0,0,64257.0,experienced,experienced_mid,experienced_mid,mid,mid
5.0,1,0,0,13.0,8.0,0,0,0,0,0,0,0,0,0,0,0,64444.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,11.0,5.0,0,1,0,0,0,0,0,0,0,0,1,79481.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,6.0,3.0,1,0,0,0,0,0,0,0,0,0,0,592.0,young,young_junior,young_mid,junior,mid
4.0,1,0,0,32.0,24.0,0,0,0,0,0,0,0,0,0,0,1,240000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,14.0,10.0,1,0,0,0,0,0,0,0,0,0,1,135000.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,15.0,11.0,0,1,0,0,0,0,0,0,0,0,1,81161.0,young,young_mid,young_senior,mid,senior
5.0,1,0,0,35.0,24.0,0,1,0,0,0,0,0,0,0,0,1,90221.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,11.0,17.0,0,0,0,0,0,0,0,0,0,0,0,63907.0,experienced,experienced_senior,experienced_mid,senior,mid
3.0,1,0,0,25.0,14.0,0,0,1,0,0,0,0,0,0,0,0,48333.0,experienced,experienced_mid,experienced_senior,mid,senior
6.0,1,1,0,14.0,9.0,0,0,0,0,0,0,0,0,0,0,0,57462.0,young,young_mid,young_mid,mid,mid
6.0,1,0,0,14.0,8.0,0,0,0,0,0,0,0,0,0,0,1,150000.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,1,0,11.0,10.0,1,0,0,0,0,0,0,0,0,0,1,175000.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,32.0,17.0,0,0,0,0,0,0,0,0,0,0,0,57999.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,8.0,6.0,0,0,1,0,0,0,0,0,0,0,1,115000.0,experienced,experienced_mid,experienced_mid,mid,mid
5.0,1,0,0,5.0,2.0,1,0,0,0,0,0,0,0,0,0,0,20000.0,young,young_junior,young_mid,junior,mid
4.0,1,1,0,22.0,22.0,0,0,1,0,0,0,0,0,0,0,1,175000.0,experienced,experienced_senior,experienced_senior,senior,senior
3.0,1,1,0,34.0,20.0,0,1,0,0,0,0,0,0,0,0,1,150000.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,1,0,22.0,22.0,0,0,0,0,0,0,1,0,0,0,1,159235.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,9.0,7.0,0,1,0,0,0,0,0,0,0,0,1,74239.0,young,young_mid,young_mid,mid,mid
5.0,1,1,0,14.0,14.0,0,1,0,0,0,0,0,0,0,0,0,42392.0,experienced,experienced_mid,experienced_mid,mid,mid
2.0,1,1,0,40.0,35.0,0,0,0,0,0,0,0,0,0,0,1,139628.0,experienced,experienced_senior,experienced_senior,senior,senior
2.0,1,1,0,3.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1206.0,young,young_junior,young_junior,junior,junior
4.0,1,0,0,8.0,8.0,1,0,0,0,0,0,0,0,0,0,0,32222.0,young,young_mid,young_mid,mid,mid
1.0,1,1,1,4.0,0.5,0,1,0,0,0,0,0,0,0,0,0,10000.0,young,young_junior,young_junior,junior,junior
5.0,1,1,0,10.0,4.0,0,0,0,0,0,0,0,0,0,0,1,120000.0,experienced,experienced_junior,experienced_mid,junior,mid
4.0,1,1,1,12.0,7.0,0,0,0,0,0,0,0,0,0,0,0,27926.0,experienced,experienced_mid,experienced_mid,mid,mid
5.0,1,1,0,12.0,9.0,1,0,0,0,0,0,0,0,0,0,1,156000.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,0,0,2.0,0.5,0,1,0,0,0,0,0,0,0,0,0,27926.0,young,young_junior,young_junior,junior,junior
4.0,1,0,0,14.0,8.0,1,0,0,0,0,0,0,0,0,0,0,64444.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,9.0,4.0,0,1,0,0,0,0,0,0,0,0,0,16611.0,experienced,experienced_junior,experienced_mid,junior,mid
4.0,1,0,0,4.0,3.0,1,0,0,0,0,0,0,0,0,0,0,3936.0,young,young_junior,young_junior,junior,junior
2.0,1,1,0,20.0,1.0,1,0,0,0,0,0,0,0,0,0,1,79000.0,young,young_junior,young_senior,junior,senior
2.0,1,1,1,22.0,20.0,0,0,0,0,0,0,0,0,1,0,1,163000.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,12.0,12.0,1,0,0,0,0,0,0,0,0,0,1,160000.0,young,young_mid,young_mid,mid,mid
5.0,1,0,0,14.0,10.0,1,0,0,0,0,0,0,0,0,0,1,65152.0,young,young_mid,young_mid,mid,mid
2.0,1,1,0,15.0,12.0,1,0,0,0,0,0,0,0,0,0,1,98986.0,experienced,experienced_mid,experienced_senior,mid,senior
3.0,1,0,0,18.0,10.0,0,0,0,0,0,0,0,0,1,0,1,107000.0,young,young_mid,young_senior,mid,senior
4.0,1,1,0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,0,7919.0,young,young_junior,young_mid,junior,mid
5.0,1,1,0,12.0,2.0,0,0,0,0,0,0,0,0,0,0,0,31398.0,experienced,experienced_junior,experienced_mid,junior,mid
4.0,1,1,0,4.0,3.0,0,0,1,0,0,0,0,0,0,0,0,35000.0,young,young_junior,young_junior,junior,junior
5.0,1,1,0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,1,81663.0,young,young_mid,young_mid,mid,mid
4.0,1,1,0,7.0,8.0,0,0,0,1,0,0,0,0,0,0,0,5000.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,26.0,20.0,0,1,0,0,0,0,0,0,0,0,1,127388.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,25.0,20.0,0,0,0,0,0,0,1,0,0,0,1,97740.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,0,0,17.0,5.0,1,0,0,0,0,0,0,0,0,0,1,140000.0,young,young_mid,young_senior,mid,senior
4.0,1,0,0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,1,185000.0,young,young_junior,young_junior,junior,junior
4.0,1,0,0,15.0,15.0,0,0,0,0,1,0,0,0,0,0,0,20514.0,experienced,experienced_senior,experienced_senior,senior,senior
5.0,1,0,0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,45000.0,young,young_junior,young_mid,junior,mid
4.0,1,1,0,5.0,1.0,0,1,0,0,0,0,0,0,0,0,0,28512.0,young,young_junior,young_mid,junior,mid
5.0,1,0,0,12.0,10.0,0,0,1,0,0,0,0,0,0,0,1,80555.0,experienced,experienced_mid,experienced_mid,mid,mid
5.0,1,0,0,37.0,24.0,0,1,0,0,0,0,0,0,0,0,0,63862.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,30.0,25.0,1,0,0,0,0,0,0,0,0,0,1,132132.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,16.0,13.0,1,0,0,0,0,0,0,0,0,0,1,117320.0,experienced,experienced_mid,experienced_senior,mid,senior
6.0,1,0,0,14.0,8.0,0,0,0,0,0,0,0,0,0,0,0,54000.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,0,0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,16709.0,young,young_junior,young_junior,junior,junior
4.0,1,0,0,15.0,8.0,0,0,1,0,0,0,0,0,0,0,0,50955.0,young,young_mid,young_senior,mid,senior
4.0,1,0,0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,42038.0,experienced,experienced_junior,experienced_junior,junior,junior
4.0,1,0,0,9.0,3.0,0,1,0,0,0,0,0,0,0,0,1,170000.0,young,young_junior,young_mid,junior,mid
2.0,1,1,0,29.0,22.0,1,0,0,0,0,0,0,0,0,0,1,67666.0,experienced,experienced_senior,experienced_senior,senior,senior
4.0,1,1,0,10.0,10.0,1,0,0,0,0,0,0,0,0,0,1,140000.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,0,0,5.0,5.0,1,0,0,0,0,0,0,0,0,0,1,80555.0,young,young_mid,young_mid,mid,mid
4.0,1,0,0,13.0,8.0,0,0,0,0,0,1,0,0,0,0,1,65424.0,experienced,experienced_mid,experienced_mid,mid,mid
4.0,1,1,0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,57723.0,young,young_junior,young_mid,junior,mid
